来源平台,店铺,商品标题,价格,评论人,评价星级,评价内容,评论时间,商品属性,商品ID,点赞/有用数,追评内容,追评时间,好评度,评价关键词,评论类型
京东,FILA旗舰店,FILA斐乐渔夫帽男女夏季遮阳帽户外百搭防晒太阳帽,179,5***c,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2025/7/6,颜色:黑色;尺码:XL,304025433573,17.0,,,好评,"面料舒适,做工好,纯棉透气",追加评论
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1189,匿名买家,5星,透气性确实没话说这两天三十几度穿出去脚也没有出汗的湿滑感，鞋垫也很厚实踩着软绵绵的。,2025/10/13,颜色:纯白;尺码:40,189729162929,46.0,,,好评,"百搭,舒适透气,防滑耐磨",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰男士双肩包商务旅行背包大容量轻便电脑包,3400,5**3,5星,包装非常精致每一层都包得很用心还有品牌专属的防尘袋和礼盒，送给女朋友她拆开的时候特别开心。,2026/1/25,颜色:酒红色,374375210393,15.0,,,好评,"皮质好,五金精致,百搭好看",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯速干运动短裤男夏季透气宽松健身五分裤,222,匿名买家,4星,回购了好几件了家里大人小孩都穿这个牌子，品质一向稳定。,2025/12/22,颜色:灰色;尺码:M,449588723864,49.0,,,好评,"百搭好穿,面料舒适,纯棉透气",追加评论
京东,海澜之家旗舰店,海澜之家皮带头层牛皮男士自动扣休闲百搭腰带,111,6***e,5星,给爸爸买的他很喜欢说扣头设计很方便单手就能解开，皮子也是真皮的质感。,2026/6/28,颜色:棕色;长度:115cm,769364083458,,,,好评,"百搭,正品,皮质厚实",追加评论
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,279,6**8,4星,中规中矩的一次购物没什么太大的惊喜但也没有明显的问题，几十块钱的东西也不能要求太多。,2025/12/22,颜色:灰色;尺码:M,983561218734,31.0,,,中评,"做工好,面料舒适,百搭好穿",默认评价
京东,史努比官方旗舰店,史努比帆布鞋男女同款百搭低帮休闲鞋,156,l***e,4星,鞋子防滑做得非常到位雨后在湿滑的路面上跑了三公里没有一点打滑的现象，安全性很让人放心。,2026/3/16,颜色:纯白;尺码:40,832431555596,22.0,,,好评,"舒适透气,百搭,缓震好",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金耳钉女款小巧精致花朵造型金耳饰,1939,p***p,3星,金子本身的成色是对的但设计上可能偏保守了一些，适合日常通勤戴如果是重要的场合戴出去可能不太突出。,2026/4/3,重量:约5g;材质:足金999,860126652845,,,,中评,"足金999,克重足,有证书",有图评价
京东,安踏旗舰店,安踏C37 4.0男鞋软底缓震运动鞋2026夏季新款网面透气跑步鞋,282,匿名买家,5星,去年买过一双穿了一年多鞋底磨得差不多了这次趁着活动赶紧又囤了一双，品质和去年一样好。,2025/7/4,颜色:纯白;尺码:40,789445900422,18.0,,,好评,"百搭,舒适透气,缓震好",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰手表女经典小绿表石英机芯防水时尚女士腕表,1615,6**4,5星,包装非常精美有品牌礼盒，送女朋友当周年礼物她立马就戴上了说特别喜欢。,2026/3/8,颜色:绿表盘+棕色表带,950407482884,,,,好评,"正品,做工精致,走时准确",默认评价
京东,中国黄金旗舰店,中国黄金5G黄金吊坠女款幸运四叶草999足金项链吊坠,1497,3***u,5星,买给老婆当结婚纪念日礼物的她收到以后喜欢的不得了，天天戴在手上舍不得摘下来款式大方又精致。,2025/7/29,重量:约10g;材质:足金999,449174718054,,,,好评,"做工精致,足金999,款式大方",默认评价
京东,李宁旗舰店,李宁中国李宁卫衣男女同款宽松潮流刺绣圆领套头衫,262,o***t,5星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2026/3/7,颜色:卡其;尺码:L,390275215335,7.0,,,好评,"显气质,纯棉透气,面料舒适",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰圆筒包女新款经典老花帆布腋下包手提包,1179,f***c,4星,颜色跟图片比有一点点色差实物偏暗了一度，室内光线不充足的时候看着几乎像另一个颜色。,2026/2/24,颜色:米白色,628278406242,40.0,,,中评,"百搭好看,正品,五金精致",默认评价
京东,李宁旗舰店,李宁运动长裤男夏季薄款透气束脚跑步休闲卫裤,194,匿名买家,1星,衣服收到的时候上面有不明的污渍痕迹怀疑是别人退过的又重新发货了，客服处理态度也不太好。,2026/1/26,颜色:卡其;尺码:L,658457116018,,,,差评,"面料舒适,百搭好穿,显气质",默认评价
京东,FILA旗舰店,FILA斐乐运动短裤女2026夏季新款轻薄透气宽松休闲五分裤,359,4***k,5星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2025/11/1,颜色:灰色;尺码:M,761552114572,40.0,,,好评,"百搭好穿,面料舒适,做工好",默认评价
京东,安踏旗舰店,安踏霸道系列休闲鞋男2026新款潮流厚底板鞋百搭,305,6***a,5星,配色比图片上还要好看鞋型显脚瘦搭配牛仔裤和运动裤都很好看，朋友看到了也问我在哪里买的。,2026/4/11,颜色:黑白;尺码:42,543970280751,53.0,,,好评,"缓震好,舒适透气,百搭",默认评价
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,92,黄**涛,5星,枕头的支撑感做得非常到位，不是那种一躺就塌到底的软枕，睡起来脖子和肩膀都很放松。,2026/1/24,颜色:灰色;尺码:XXL,974154135924,59.0,,,好评,"面料好,保暖好,不掉色",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰男士双肩包商务旅行背包大容量轻便电脑包,3105,s***j,2星,皮面上有两道不太明显的划痕而且包装的时候防尘袋是直接塞在包里面的而不是单独放的，完全不像新包的待遇。,2025/12/17,颜色:黑色,469027038091,,,,差评,"容量大,正品,皮质好",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,34,匿名买家,5星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2026/5/29,颜色:藏蓝;尺码:XXL,330711754554,25.0,,,好评,"百搭好穿,面料舒适,显气质",有图评价
京东,李宁旗舰店,李宁韦德之道全城12代篮球鞋男专业比赛实战战靴,714,p***e,3星,鞋带设计不太好用走路走着走着就容易松开换了一种系法以后稍微好了一点但还是会松。,2025/11/30,颜色:灰蓝;尺码:43,412785980390,,,,中评,"舒适透气,尺码标准,百搭",默认评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,130,匿名买家,4星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2026/5/2,颜色:卡其;尺码:L,426236464038,47.0,,,好评,"显气质,纯棉透气,百搭好穿",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童牛仔裤2026新款弹力修身百搭裤子,159,6***h,4星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2025/12/22,颜色:白色;尺码:110cm,645012960856,,,,好评,"孩子喜欢,做工精致,穿着舒适",默认评价
京东,雅鹿官方旗舰店,雅鹿保暖内衣男士女士加绒德绒无痕发热打底秋衣秋裤套装,193,9**4,5星,床单被罩的花色跟图片完全一致没有偏色，铺在床上整个卧室的氛围都提升了做工方面也没有毛刺。,2025/11/9,颜色:藏青;尺码:XL,114689768747,7.0,,,好评,"做工精细,性价比高,不掉色",有图评价
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,642,m***c,4星,网面部分确实透气但是材质看着偏薄用手捏了一下感觉不太耐穿的样子，具体能穿多久还要再观察看看。,2026/2/17,颜色:黑白;尺码:42,505951388548,33.0,,,中评,"尺码标准,缓震好,防滑耐磨",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯运动背包双肩包男女大容量旅行书包,214,9***g,5星,已经是第二次在他家买包了上一个用了一年多五金和皮面都还保持得不错，所以又来下单一个换着背。,2025/7/31,颜色:米白色,923262589954,,,,好评,"正品,皮质好,容量大",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,1020,匿名买家,5星,钱包皮质柔软手感特别好，卡位设计合理放了六张卡还不会太鼓，老花图案经典耐看。,2026/4/26,颜色:酒红色,597791876204,28.0,,,好评,"皮质柔软,卡位多,正品",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童短袖T恤2026夏季新款纯棉透气百搭上衣,72,1***i,4星,孩子挺喜欢的但是唯一美中不足的是袖子稍微短了一点，我家孩子胳膊偏长，大部分小朋友应该没有这个问题。,2026/4/5,颜色:绿色;尺码:140cm,852593299483,,,,中评,"做工精致,穿着舒适,A类面料",追加评论
京东,雅鹿官方旗舰店,雅鹿保暖内衣男士女士加绒德绒无痕发热打底秋衣秋裤套装,112,j***b,5星,床单被罩的花色跟图片完全一致没有偏色，铺在床上整个卧室的氛围都提升了做工方面也没有毛刺。,2026/6/25,颜色:军绿;尺码:XL,698409353884,14.0,,,好评,"不掉色,做工精细,性价比高",追加评论
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,708,匿名买家,4星,穿了大概一周多了整体的脚感还行但是鞋底没有商品介绍里说得那么有弹性，属于比较普通的水平。,2026/2/21,颜色:白红;尺码:39,179689165210,,,,中评,"缓震好,百搭,舒适透气",有图评价
京东,中国黄金旗舰店,中国黄金足金黄金项链女士锁骨链小蛮腰吊坠套链,3040,匿名买家,5星,包装盒很精致送礼很体面金条上面刻字也很清晰，以后投资攒金就认定这家店了。,2026/2/2,重量:约5g;材质:足金999,173181761353,,,,好评,"克重足,足金999,款式大方",有图评价
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,151,杨**悦,5星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/8/22,颜色:灰色;尺码:M,801207747731,22.0,,,好评,"百搭好穿,做工好,面料舒适",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒马甲男女同款轻薄保暖内胆背心秋冬,150,郑**辰,5星,被子面料亲肤不扎人不用套被套直接盖都可以，而且很蓬松盖在身上感觉像是被云朵包住了。,2026/5/1,颜色:军绿;尺码:XL,332472659051,,,,好评,"性价比高,面料好,不掉色",默认评价
京东,史努比官方旗舰店,史努比帆布鞋男女同款百搭低帮休闲鞋,176,3***s,3星,上脚的样式是可以的就是鞋垫感觉偏薄了一些，我自己又去配了一副厚鞋垫换上以后才觉得舒服多了。,2025/10/24,颜色:白红;尺码:39,295158284966,,,,中评,"舒适透气,尺码标准,缓震好",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,593,4***g,1星,穿了几天以后脚开始有异味了之前穿别的牌子的鞋从来没有过这种情况，说明鞋内的透气设计有问题。,2025/7/19,颜色:白红;尺码:39,735817794116,50.0,跑步穿了一段时间了缓震性能保持得不错没有衰减的感觉。,2025/8/29,差评,"尺码标准,缓震好,防滑耐磨",追加评论
京东,adidas官方旗舰店,adidas阿迪达斯速干运动短裤男夏季透气宽松健身五分裤,224,w***r,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/10/6,颜色:卡其;尺码:L,287480006662,33.0,,,好评,"显气质,百搭好穿,纯棉透气",默认评价
京东,FILA旗舰店,FILA斐乐运动短裤女2026夏季新款轻薄透气宽松休闲五分裤,235,2***p,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/2/27,颜色:白色;尺码:L,152684175853,56.0,,,好评,"纯棉透气,显气质,做工好",默认评价
京东,海澜之家旗舰店,海澜之家皮带头层牛皮男士自动扣休闲百搭腰带,116,h***h,5星,给爸爸买的他很喜欢说扣头设计很方便单手就能解开，皮子也是真皮的质感。,2025/8/13,颜色:深棕;长度:120cm,789331631131,,,,好评,"手感好,正品,皮质厚实",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布TABBY 26号单肩包女轻奢手提斜挎包,2615,陈**文,4星,发货速度快得让人惊喜包装也特别有开箱仪式感，五金件用了一个月还跟新的一样没有一丝划痕。,2025/10/19,颜色:黑色,979848119032,,用了一段时间五金件还是很亮没有褪色皮质也越来越软了。,2025/11/6,好评,"皮质好,正品,百搭好看",追加评论
京东,中国黄金旗舰店,中国黄金足金999黄金手镯女款古法传承推拉活口实心金手镯,9379,匿名买家,5星,金价透明而且比较公道在这个价格基础上做工还很考究，比去实体金店买方便多了也实惠多了。,2025/8/22,重量:约8g;材质:足金999,124179428049,50.0,,,好评,"有证书,克重足,足金999",有图评价
京东,安踏旗舰店,安踏冠军跑鞋2代PRO氮科技碳板竞速马拉松跑步鞋,968,h***j,4星,去年买过一双穿了一年多鞋底磨得差不多了这次趁着活动赶紧又囤了一双，品质和去年一样好。,2025/8/11,颜色:白红;尺码:39,837668910578,50.0,,,好评,"尺码标准,百搭,缓震好",默认评价
京东,FILA旗舰店,FILA斐乐运动长裤男宽松束脚潮流休闲卫裤,330,匿名买家,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2025/8/13,颜色:灰色;尺码:M,867384242651,59.0,,,好评,"面料舒适,显气质,百搭好穿",有图评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,130,罗**鹏,4星,刚拆开的时候有一点点新衣服的味道挂在阳台上晾了一天才穿的，洗了一次以后基本没味道了。,2026/2/24,颜色:黑色;尺码:XL,286486272705,1.0,,,中评,"面料舒适,做工好,显气质",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,505,匿名买家,4星,羽绒马甲叠起来完全不占地方出差带着很方便，早晚温差大的时候拿出来穿正好。,2025/7/27,颜色:藏青;尺码:XL,312850950061,46.0,,,好评,"不掉色,保暖好,做工精细",有图评价
京东,中国黄金旗舰店,中国黄金足金转运珠手链女款本命年红绳编手串,467,王**辰,5星,客服特别有耐心帮我核对克重还发了实测视频给我看，收到货以后实际重量和说的完全一致。,2026/4/25,重量:约3g;材质:5G黄金,758426833053,47.0,,,好评,"有证书,款式大方,做工精致",默认评价
京东,史努比官方旗舰店,史努比保温杯316不锈钢男女款大容量便携水杯,93,匿名买家,4星,给上学的孩子买的杯盖有安全锁扣不会误开漏水，保温效果也不错孩子说中午喝还是温的。,2026/4/26,颜色:白色;容量:500ml,148637630111,,,,好评,"颜值高,保温效果好,容量大",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草SUPERSTAR金标贝壳头经典运动鞋男女,548,匿名买家,5星,鞋后跟不磨脚这一点太重要了，穿新鞋第一天上脚跑了一圈一点不适感都没有。,2026/1/21,颜色:黑白;尺码:42,702594063623,54.0,,,好评,"尺码标准,百搭,缓震好",有图评价
京东,李宁旗舰店,李宁超轻21代男鞋2026新款夏季透气超轻跑鞋运动鞋,404,y***f,5星,鞋底软硬适中不会太软没了支撑也不会太硬硌脚，踩下去弹性反馈很及时走长路脚也不酸。,2026/4/22,颜色:纯白;尺码:40,305374691685,18.0,,,好评,"百搭,舒适透气,尺码标准",追加评论
京东,李宁旗舰店,李宁韦德之道全城12代篮球鞋男专业比赛实战战靴,740,l***y,4星,透气性确实没话说这两天三十几度穿出去脚也没有出汗的湿滑感，鞋垫也很厚实踩着软绵绵的。,2025/8/31,颜色:黑白;尺码:42,347968151223,,,,好评,"缓震好,百搭,尺码标准",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰男士双肩包商务旅行背包大容量轻便电脑包,1900,6**7,2星,用了还不到一个月肩带的缝线处就出现了脱线的苗头，照这个速度用不了多久就要找地方修了。,2025/7/21,颜色:奶茶色,734424408497,,,,差评,"百搭好看,容量大,正品",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,55,8***b,2星,面料跟页面上写的不一样摸着有明显的化纤感觉，穿上以后皮肤起了小红点不敢再穿了。,2026/5/21,颜色:灰色;尺码:M,428067540684,55.0,,,差评,"做工好,面料舒适,纯棉透气",默认评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,184,黄**轩,5星,保暖内衣洗了几次了没有起球弹性保持得不错，穿了一个冬天还是跟新买的时候差不多。,2026/5/6,颜色:藏青;尺码:XL,857007829185,,,,好评,"不掉色,性价比高,保暖好",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,189,匿名买家,5星,鞋后跟不磨脚这一点太重要了，穿新鞋第一天上脚跑了一圈一点不适感都没有。,2025/9/15,颜色:黑白;尺码:42,669132123337,,,,好评,"尺码标准,百搭,舒适透气",默认评价
京东,李宁旗舰店,李宁赤兔7代女子跑鞋2026新款轻质缓震耐磨训练鞋,342,i***i,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2026/4/29,颜色:黑白;尺码:42,662755934049,21.0,,,好评,"百搭,缓震好,尺码标准",有图评价
京东,雅鹿官方旗舰店,雅鹿羽绒服女中长款加厚2026新款过膝连帽大毛领取暖外套,353,k***s,5星,床单被罩的花色跟图片完全一致没有偏色，铺在床上整个卧室的氛围都提升了做工方面也没有毛刺。,2025/10/16,颜色:酒红;尺码:M,422097077954,17.0,,,好评,"面料好,保暖好,性价比高",默认评价
京东,海澜之家旗舰店,海澜之家牛仔裤男2026新款弹力修身直筒百搭长裤,161,6***s,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2026/4/20,颜色:黑色;尺码:XL,690183231402,26.0,,,好评,"面料舒适,显气质,做工好",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰皮带男士头层牛皮商务休闲自动扣腰带,1228,马**婷,3星,皮带整体还可以就是皮面有一点点偏硬系了两周以后软了一些，将就着用。,2025/9/22,颜色:棕色;长度:115cm,242300084967,,,,中评,"手感好,正品,皮质厚实",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金项链女士锁骨链小蛮腰吊坠套链,4410,4***j,4星,金价透明而且比较公道在这个价格基础上做工还很考究，比去实体金店买方便多了也实惠多了。,2026/6/19,重量:约3g;材质:5G黄金,178238498626,11.0,,,好评,"克重足,足金999,做工精致",有图评价
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,138,匿名买家,3星,被子刚打开的时候有一点点储存的味道在通风的地方挂了整整两天才敢用，不过晒过以后就基本闻不到了。,2026/6/26,颜色:灰色;尺码:XXL,964458375212,60.0,,,中评,"性价比高,面料好,不掉色",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童牛仔裤2026新款弹力修身百搭裤子,105,3**6,4星,女儿穿上高兴得在客厅转了好几圈，说她是班里最好看的小朋友，料子很软很亲肤，孩子皮肤嫩完全没问题。,2025/11/8,颜色:蓝色;尺码:130cm,385955782310,38.0,,,好评,"穿着舒适,纯棉柔软,A类面料",默认评价
京东,李宁旗舰店,李宁中国李宁卫衣男女同款宽松潮流刺绣圆领套头衫,264,s***s,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/4/16,颜色:灰色;尺码:M,494095526226,16.0,,,好评,"显气质,做工好,纯棉透气",默认评价
京东,李宁旗舰店,李宁超轻21代男鞋2026新款夏季透气超轻跑鞋运动鞋,368,匿名买家,3星,款式中规中矩吧穿在脚上不是特别惊艳但也看得过去，日常通勤穿穿还行运动的话还差了点意思。,2026/2/3,颜色:白红;尺码:39,750606992292,4.0,,,中评,"尺码标准,百搭,舒适透气",默认评价
京东,李宁旗舰店,李宁运动短袖男夏速干T恤透气吸汗健身跑步训练上衣,153,2***t,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/2/6,颜色:藏蓝;尺码:XXL,639127261372,55.0,,,好评,"做工好,百搭好穿,纯棉透气",有图评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,1159,k***z,5星,用了两个多月皮质越来越软亮了，卡槽没有松线头没开，三折设计紧凑实用。,2025/10/20,颜色:酒红色,693578592555,12.0,,,好评,"皮质柔软,做工细致,手感好",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童牛仔裤2026新款弹力修身百搭裤子,101,5***t,5星,几十块钱能买到这个品质确实挺意外的，和那种一百多的童装牌子比也不差什么。,2025/12/27,颜色:绿色;尺码:140cm,295688061006,23.0,,,好评,"A类面料,做工精致,纯棉柔软",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布TABBY 26号单肩包女轻奢手提斜挎包,4022,n***r,5星,已经是第二次在他家买包了上一个用了一年多五金和皮面都还保持得不错，所以又来下单一个换着背。,2026/5/13,颜色:奶茶色,349434551979,,,,好评,"容量大,百搭好看,皮质好",追加评论
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,508,朱**俊,4星,保暖内衣的保暖效果是有的但是贴身穿有一点点扎，可能是我皮肤比较敏感的原因。,2026/6/8,颜色:卡其;尺码:L,618208768467,,,,中评,"面料好,做工精细,不掉色",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,30,5***m,2星,尺码严重偏小按平时穿的码数买的套上去像紧身衣一样，洗过以后更没有弹性了直接穿不了了。,2026/4/29,颜色:黑色;尺码:XL,521976080215,,,,差评,"百搭好穿,做工好,纯棉透气",默认评价
京东,海澜之家旗舰店,海澜之家短袖T恤男2026夏季新款纯棉免烫商务休闲翻领polo衫,192,匿名买家,5星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/7/14,颜色:黑色;尺码:XL,880753922290,21.0,穿了好几次了来追评一下洗过以后没怎么掉色，这个质量对得起价格。,2025/9/5,好评,"百搭好穿,显气质,做工好",追加评论
京东,雅鹿官方旗舰店,雅鹿羽绒服女中长款加厚2026新款过膝连帽大毛领取暖外套,714,匿名买家,4星,羽绒裤穿上去的第一感觉就是轻活动起来完全没有负重感，现在早晚遛弯穿着腿不冷了。,2025/9/29,颜色:酒红;尺码:M,150959973579,,用了一段时间了保暖效果还是很不错的没有跑绒的现象。,2025/10/18,好评,"做工精细,不掉色,保暖好",默认评价
京东,史努比官方旗舰店,史努比联名T恤男女同款夏季纯棉短袖动漫印花上衣,130,8***m,4星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2025/7/10,颜色:灰色;尺码:M,310782738008,,又洗了两水来追评没有缩水变形，现在有点后悔只买了一件。,2025/8/6,好评,"纯棉透气,做工好,百搭好穿",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,72,杨**瑶,3星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/9/26,颜色:白色;尺码:110cm,675824518266,4.0,,,中评,"穿着舒适,孩子喜欢,纯棉柔软",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,796,周**飞,4星,颜色比图片暗了一点但功能没问题卡槽也多，懒得退换就留下了。,2025/11/1,颜色:酒红色,902245228962,43.0,,,中评,"卡位多,手感好,做工细致",追加评论
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,37,v***b,5星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2025/11/13,颜色:卡其;尺码:L,277682104245,,,,好评,"百搭好穿,显气质,面料舒适",追加评论
京东,史努比官方旗舰店,史努比保温杯316不锈钢男女款大容量便携水杯,123,何**月,5星,给上学的孩子买的杯盖有安全锁扣不会误开漏水，保温效果也不错孩子说中午喝还是温的。,2026/1/20,颜色:白色;容量:500ml,580601851013,26.0,,,好评,"316不锈钢,容量大,颜值高",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,166,u***y,5星,后跟的中底科技确实有效果特意跑了一次长距离，膝盖和脚踝的压力明显比之前穿的鞋要小很多。,2025/8/13,颜色:白红;尺码:39,937714993036,,,,好评,"百搭,防滑耐磨,舒适透气",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,1271,x***j,5星,送老公的生日礼物他特别喜欢，说之前那个旧钱包终于可以退休了，皮子手感很舒服。,2025/10/20,颜色:黑色,953230054517,,,,好评,"卡位多,正品,做工细致",有图评价
京东,史努比官方旗舰店,史努比联名款卫衣男女同款2026春秋新款宽松加绒圆领套头衫,146,8***k,4星,款式设计还不错但领口的标签有点扎，我把标签拆掉以后就好多了。,2026/5/13,颜色:卡其;尺码:L,991506213957,,,,中评,"做工好,百搭好穿,纯棉透气",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,951,5***b,4星,送老公的生日礼物他特别喜欢，说之前那个旧钱包终于可以退休了，皮子手感很舒服。,2025/7/16,颜色:黑色,872152208903,46.0,,,好评,"手感好,做工细致,皮质柔软",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童连衣裙2026夏装新款韩版碎花公主裙,72,匿名买家,5星,颜色很正没有色差，面料摸起来很舒服，孩子皮肤比较敏感穿了也没有说不舒服。,2026/4/16,颜色:绿色;尺码:140cm,341101086908,37.0,,,好评,"纯棉柔软,做工精致,A类面料",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童运动裤夏季薄款宽松休闲长裤,72,匿名买家,5星,几十块钱能买到这个品质确实挺意外的，和那种一百多的童装牌子比也不差什么。,2025/7/12,颜色:白色;尺码:110cm,819052631553,59.0,,,好评,"孩子喜欢,A类面料,纯棉柔软",默认评价
京东,史努比官方旗舰店,史努比联名款卫衣男女同款2026春秋新款宽松加绒圆领套头衫,102,黄**杰,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/9/24,颜色:灰色;尺码:M,138265420796,,,,好评,"纯棉透气,做工好,面料舒适",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒马甲男女同款轻薄保暖内胆背心秋冬,200,匿名买家,5星,保暖内衣贴身穿很暖和德绒的材质确实跟普通的秋衣不一样，又薄又保暖而且不显臃肿。,2025/11/2,颜色:灰色;尺码:XXL,101953920765,30.0,,,好评,"面料好,保暖好,性价比高",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,47,l***f,5星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2026/5/18,颜色:卡其;尺码:L,955190406827,,,,好评,"做工好,纯棉透气,显气质",默认评价
京东,李宁旗舰店,李宁韦德之道全城12代篮球鞋男专业比赛实战战靴,670,匿名买家,5星,鞋子防滑做得非常到位雨后在湿滑的路面上跑了三公里没有一点打滑的现象，安全性很让人放心。,2025/8/26,颜色:黑白;尺码:42,746623350196,,,,好评,"舒适透气,尺码标准,缓震好",追加评论
京东,安踏旗舰店,安踏霸道系列休闲鞋男2026新款潮流厚底板鞋百搭,262,4***w,3星,上脚的样式是可以的就是鞋垫感觉偏薄了一些，我自己又去配了一副厚鞋垫换上以后才觉得舒服多了。,2026/3/2,颜色:白红;尺码:39,345881335795,55.0,,,中评,"百搭,舒适透气,尺码标准",默认评价
